experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	5784-c5cc8d34-4283-440e-9bef-0dc8795bcaaa	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	ok	0.5710000000000001	chatMessage	F	A
mp-game-6	pilot	5784-c5cc8d34-4283-440e-9bef-0dc8795bcaaa	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	3	i feel clueless this time. i thought it was having antenna at first, but no.	19.552	chatMessage	I	G
mp-game-6	pilot	5784-c5cc8d34-4283-440e-9bef-0dc8795bcaaa	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	3	ok, maybe we select nothing?	7.919	chatMessage	F	?
mp-game-6	pilot	5784-c5cc8d34-4283-440e-9bef-0dc8795bcaaa	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	3	that would be smart.sorry	17.729	chatMessage	M	
mp-game-6	pilot	5784-c5cc8d34-4283-440e-9bef-0dc8795bcaaa	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	3	no worries.	1.433	chatMessage	M	
mp-game-6	pilot	5784-c5cc8d34-4283-440e-9bef-0dc8795bcaaa	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	4	thorns certainly. a purple flower head i think also.	29.663	chatMessage	I	G
mp-game-6	pilot	5784-c5cc8d34-4283-440e-9bef-0dc8795bcaaa	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	4	ok, got it	13.405	chatMessage	F	A
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	34	flowers with (purple stems and white petals) or orange centers	flowers_purple_stems_white_petals_or_orange_centers	0	The zorbs all have an orange center circle	8.934	chatMessage	I	Q
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	34	flowers with (purple stems and white petals) or orange centers	flowers_purple_stems_white_petals_or_orange_centers	0	Okay, cool. Sounds straightforward	9.392	chatMessage	F	G
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	34	flowers with (purple stems and white petals) or orange centers	flowers_purple_stems_white_petals_or_orange_centers	0	Yeah it was easy 	2.939	chatMessage	F	A
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	34	flowers with (purple stems and white petals) or orange centers	flowers_purple_stems_white_petals_or_orange_centers	0	Let's do this 	1.926	chatMessage	F	A
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	Kweps have a white base OR purple berries. Both work	9.938	chatMessage	I	G
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	Another easy one 	2.6660000000000004	chatMessage	I	O
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	24	trees with purple berries or white trunks	trees_purple_berries_or_white_trunks	1	Yeah, it is. Ready when you are	5.12	chatMessage	F	A
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	4	bugs with white orange head	bugs_orange_head	2	Be on the lookout for an orange face	6.091	chatMessage	I	I
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	4	bugs with white orange head	bugs_orange_head	2	That's it	0.993	chatMessage	I	A
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	4	bugs with white orange head	bugs_orange_head	2	 Another easy one 	36.356	chatMessage	I	O
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	4	bugs with white orange head	bugs_orange_head	2	Awesome. Let's do this	4.689	chatMessage	F	A
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	14	birds with purple wings and crests	birds_purple_wings_crests	3	This one is trickier	3.181	chatMessage	I	O
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	14	birds with purple wings and crests	birds_purple_wings_crests	3	They need to have a purple wing AND head feathers. The head feathers color doesn't matter 	22.946	chatMessage	I	G
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	14	birds with purple wings and crests	birds_purple_wings_crests	3	Okay, cool	2.303	chatMessage	F	A
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	14	birds with purple wings and crests	birds_purple_wings_crests	3	But something weird happened in that last round. I clicked on way more than 4 but that's all that counted	6.335	chatMessage	M	
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	14	birds with purple wings and crests	birds_purple_wings_crests	3	Just so you're aware that something's up	5.456	chatMessage	M	
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	14	birds with purple wings and crests	birds_purple_wings_crests	3	Weird, we'll note that at the end 	8.026	chatMessage	M	
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	14	birds with purple wings and crests	birds_purple_wings_crests	3	Let's go	1.062	chatMessage	F	A
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	They have 3 things beneath them and then itdr have a hair coming down from the mouth or have a colored body	24.097	chatMessage	I	G
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	I had the same glitch you did last round	6.904	chatMessage	M	
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	Weird	0.779	chatMessage	M	
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	3 things beneath them and then what? I don't know what itdr means	22.032	chatMessage	M	?
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	There's like a hair thing on some of their mouths, they're all valid picks. It's also a valid pick if it has the 3 things cing down as long as they also have a colored body	34.583	chatMessage	I	C
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	It's tough to explain 	3.289	chatMessage	I	O
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	Do they always have a colored body, or does the colored body only matter when they have the 3 things coming down?	33.327	chatMessage	F	?
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	explorer	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	Only matters with the 3 things Cong down. They always have to have the 3 things coming down 	14.405	chatMessage	F	Q
mp-game-6	pilot	1805-cd5abc0c-c314-4ed8-aa96-1c8609377107	1550000000000.0	student	44	fish with (orange bodies or fangs) and whiskers	fish_orange_bodies_or_fangs_whiskers	4	Okay, I think I follow. I'm ready when you are, and we can mention the glitches at the end	14.16	chatMessage	F	A
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	Good morning, the species Oller has pink leaves on them.	14.12	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok, pink leaves on the Oller, thank you	16.215999999999998	chatMessage	F	A
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	Yup. There was only one tree that had pink leaves that was not an oller but other than that they all had pink leaves	20.198	chatMessage	F	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	Sorry I took so long, there was one tree I had not clicked, I'll be faster next time/	14.559	chatMessage	F	N
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	did that other tree have something different about it including the pink leaves?	17.183	chatMessage	F	?
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	Not that I could see, it was confusing that it was not an oller because it looked like the other Ollers	21.192	chatMessage	F	E
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok, cool	1.578	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	I think this screen advances after a minute or two	8.079	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok, all good	4.336	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	It's taking awhile lol	4.68	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	yea... it is	6.626	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	Good job last round. Ok Zorbs have fangs. Big long teeth that you will see on their face	20.879	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	Right in front of their mouths, like a vampire.	14.055	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	ok, fangs and long teeth, vampire like	16.509	chatMessage	F	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	Yes other than that I could not see anything else beside their long tooth 	17.358	chatMessage	F	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	ok, wish me luck	4.58	chatMessage	F	A
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	Good luck! lol	2.3280000000000003	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	Kweps mostly have spikes on their stem. They all look like sea plants.	16.102999999999998	chatMessage	I	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	There were a few cases where they did not have spikes but it was rare	12.744000000000002	chatMessage	I	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	I noticed in the middle of their flower it was colored also	11.6	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	ok, i'll get the sea plants with spikes on stems, colored flower	30.494	chatMessage	F	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	So in summary Kweps have spikes mostly and a colored center. 90% of them had spikes	17.942999999999994	chatMessage	F	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	ok, let's do this 	10.466	chatMessage	F	A
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	You did good last round 	4.431	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	good luick	1.304	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	luck	0.8240000000000001	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	brb	1.702	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	7	birds with purple tails	birds_purple_tails	3	I'm so sorry about that	4.299	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	These birds will have a yellow beak and a colored tail. 	12.831	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	Its ok no worries	3.415	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	They will be hard to spot because they all look alike	10.671	chatMessage	F	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	But I think I have it figured out.	5.303	chatMessage	F	O
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	7	birds with purple tails	birds_purple_tails	3	yellow beak, colored tail	15.955	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	Yes! Good luck on this round lol	8.144	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	7	birds with purple tails	birds_purple_tails	3	thank you... brb	5.6560000000000015	chatMessage	S	
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	1	All of them have an orange trunk. Click every one that has an orange trunk.	21.814	chatMessage	I	Q
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	1	Is there anything else that makes them different than the orange trunk?	19.328	chatMessage	F	?
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	1	No, just click on every one that has an orange trunk.	17.148	chatMessage	F	I
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	1	ok thanks	3.207	chatMessage	M	A
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	2	From what I can tell, the only thing they all have in common is having purple bodies.	23.19	chatMessage	I	G
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	2	Are all of the ones with the purple bodies the same?	10.56	chatMessage	F	?
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	2	No, they are really different. Some have wings, antennas, legs, all of the above, and some don't. They only thing they all had for sure was a purple body.	47.749	chatMessage	F	Q
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	2	ok - going with the purple bodies	6.896	chatMessage	F	G
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	2	thanks	1.5830000000000002	chatMessage	F	A
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	2	youre welcome	6.325	chatMessage	F	A
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	3	From what I can tell, they all have thorns. That is the only thing they have in common that I noticed.	28.181	chatMessage	I	Q
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	3	Is there anything else that makes them different from others that have thorns?	16.223	chatMessage	F	?
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	3	All of the ones that have thorns are them. They are all different from each other except for they all have thorns. If that makes sense...	44.31	chatMessage	F	Q
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	3	ok -- thanks	6.12	chatMessage	F	A
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	3	sure	0.88	chatMessage	F	A
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	4	They all have the three long whiskers that hang down. I think that is all they have in common.	22.159	chatMessage	I	Q
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	4	do colors make a difference?	7.152	chatMessage	F	?
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	4	Not that I could tell, they were all different.	10.925999999999998	chatMessage	F	Q
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	student	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	4	ok - thanks	1.943	chatMessage	F	A
mp-game-6	pilot	9867-abb398da-c2c0-4ae4-8c25-e38dff21e04b	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	4	your'e welcome	4.932	chatMessage	F	A
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	0	I think the most important is the wings that look like a butterfly are kweps	25.177	chatMessage	I	G
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	student	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	0	anything to color or overall shape? or just the wing shape?	11.928	chatMessage	F	?
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	0	There are some that don't have wings and they are kweps. Those are fully colored.	35.453	chatMessage	F	G
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	0	I did notice the ones without the butterfly wing shape and no antennae were not kweps.	24.043000000000006	chatMessage	F	G
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	0	Is there something you need to click to proceed?	15.159	chatMessage	F	?
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	student	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	0	nope. think that might be enough. 	5.105	chatMessage	F	A
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	0	ok	1.093	chatMessage	F	A
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	1	This one was hard. Most were not zorb. The only thing I found similar between them were that their body and head were the same color.	27.32	chatMessage	I	Q
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	student	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	1	any particular color or did that matter so long as head and body matched?	9.919	chatMessage	F	?
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	1	The color or amount of feathers don't seem to matter.	16.709	chatMessage	F	O
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	student	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	1	feathers.. that's new.. are there any that don't have feathers at all?	18.48	chatMessage	F	?
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	1	No the color didn't matter. As long as they were the same color. 	22.605	chatMessage	F	O
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	1	Yes, some just have the tail, some nothing at all. But the only similarity was the body and head the same color.	25.388	chatMessage	F	G
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	student	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	1	alright. i'll go w/ that. here goes.	9.894	chatMessage	F	A
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	0	flowers with orange stems	flowers_orange_stems	2	the only thing that matters here is if the stem is orange. If the stem is orange select it.	19.835	chatMessage	I	C
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	student	0	flowers with orange stems	flowers_orange_stems	2	got it. thanks	2.622	chatMessage	F	A
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	explorer	10	fish with orange bodies and purple stripes	fish_orange_bodies_purple_stripes	3	select all the ones with an orange body and purple stripes.	13.565	chatMessage	I	Q
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1550000000000.0	student	10	fish with orange bodies and purple stripes	fish_orange_bodies_purple_stripes	3	got it. thanks	2.767	chatMessage	F	A
mp-game-6	pilot	7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	0	so the ollers are all the trees with the goldish trunk(bottom part of the tree)	16.947	chatMessage	I	G
mp-game-6	pilot	7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	0	Every single tree with that color trunk is an oller	7.461	chatMessage	I	Q
mp-game-6	pilot	7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	0	its like a goldish yellow, youll see what I mean	5.194	chatMessage	I	G
mp-game-6	pilot	7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	0	cool so every tree that has a goldish trunk on the bottom part of the tree is an oller	19.825	chatMessage	F	G
mp-game-6	pilot	7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	0	gotcha	1.486	chatMessage	F	A
mp-game-6	pilot	7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	alright for the sake of not taking forever, I really have no idea lol	7.825	chatMessage	I	O
mp-game-6	pilot	7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	Like 2/3 of them are the ones that qualify though	10.636	chatMessage	I	N
mp-game-6	pilot	7356-0953dc47-73a8-4cce-9bdc-81ad8cf8d5ec	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	okay lets hope we get lucky	4.023	chatMessage	F	O
