trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
19	birds_purple_crests_purple_tails_or_orange_wings	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924193374.0	listener	bird-bird_wing_color-orange	bird-crest_tail_color-white	bird-bird_wing_color-purple	orange wings and tail	3088	speaker	6112	chatMessage			-3318327809792912387
20	flowers_orange_stems	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924204706.0	listener	flower-stem_color-orange	flower-stem_color-purple	flower-center_color-orange	white center orange stem	3948	speaker	5966	chatMessage			-8684333452024447033
21	fish_white_stripes_whiskers	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924218232.0	listener	fish-stripes_color-white	fish-body_color-purple	fish-stripes_color-purple	orange all	1186	speaker	5250	chatMessage			7287079314977730087
22	fish_whiskers	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924234729.0	listener	fish-whiskers_present	fish-fangs_present-true	fish-body_color-purple	white body no fangs	5139	speaker	11029	chatMessage			7979591418935173643
23	flowers_purple_stems_white_petals_or_orange_centers	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924254536.0	listener	flower-center_color-orange	flower-petals_color-purple	flower-stem_color-orange	purple center and stem	9462	speaker	14368	chatMessage			-7136418070549051123
24	flowers_thorns	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924264352.0	listener	flower-thorns_present	flower-center_color-purple	flower-petals_color-white	sorry	912	speaker	2776	chatMessage			-568108672835640049
24	flowers_thorns	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924268213.0	listener	flower-thorns_present	flower-center_color-purple	flower-petals_color-white	s' ok	783	listener	6818	chatMessage			-568108672835640049
24	flowers_thorns	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924270548.0	listener	flower-thorns_present	flower-center_color-purple	flower-petals_color-white	white center leaves purple	4082	speaker	8971	chatMessage			-568108672835640049
24	flowers_thorns	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924276211.0	listener	flower-thorns_present	flower-center_color-purple	flower-petals_color-white	i am braindead from those memento hits, lol	6619	listener	14815	chatMessage			-568108672835640049
24	flowers_thorns	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924282064.0	listener	flower-thorns_present	flower-center_color-purple	flower-petals_color-white	hahaha	702	speaker	20487	chatMessage			-568108672835640049
26	fish_fangs	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924318370.0	listener	fish-fangs_present	fish-body_color-purple	fish-stripes_present-false	fangs orange fins white stripes	12506	speaker	15450	chatMessage			-7432290257911048439
28	bugs_without_wings	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924343177.0	listener	bug-wings_present	bug-bug_wings_color-purple	bug-wings_present-true	white wings	1389	speaker	3098	chatMessage			-8883218390607483171
29	bugs_white_heads_or_orange_antennae_purple_legs	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924367025.0	listener	bug-legs_color-purple	bug-head_color-white	bug-legs_color-purple	pink head white hands	13091	speaker	18533	chatMessage			3087141063004981794
30	bugs_wings_antennae	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924380437.0	listener	bug-antennae_present	bug-head_color-white	bug-bug_wings_color-orange	no wings orange head	4637	speaker	6687	chatMessage			-4144777864392321140
31	fish_white_stripes_whiskers	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924391136.0	listener	fish-stripes_present	fish-body_color-orange	fish-fangs_present-true	no fangs white body	2930	speaker	5550	chatMessage			7443082426146808602
32	birds_purple_crests_purple_tails_or_orange_wings	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924403971.0	listener	bird-crest_tail_color-purple	bird-bird_wing_color-purple	bird-bird_wing_color-orange	white tail and wings	4258	speaker	6974	chatMessage			6778672875261054530
33	bugs_purple_legs_white_heads_or_orange_wings	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924416191.0	listener	bug-bug_wings_color-orange	bug-legs_color-white	bug-bug_wings_color-purple	white wings pink hands	5010	speaker	6902	chatMessage			5789594675996619482
34	bugs_orange_antennae_or_wings	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924433806.0	listener	bug-antennae_color-orange	bug-legs_color-purple	bug-antennae_color-orange	white hands and antenna 	3956	speaker	11713	chatMessage			-8544379611377033763
35	birds_orange_tails_or_white_wings	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924450354.0	listener	bird-crest_tail_color-orange	bird-tail_present-true	bird-crest_present-true	pink tail	3648	speaker	8634	chatMessage			6121823913050192417
36	bugs_white_heads_or_orange_antennae_purple_legs	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924469061.0	listener	bug-head_color-white	bug-antennae_present-false	bug-bug_wings_color-orange	white antena pink wings	7605	speaker	13694	chatMessage			-2449520089098157801
37	trees_purple_berries	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924481423.0	listener	tree-berries_color-purple	tree-trunk_color-purple	tree-leaves_present-true	white vase no leaves	3044	speaker	5375	chatMessage			7593763609376131886
38	flowers_purple_stems_white_petals_or_orange_centers	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924503562.0	listener	flower-petals_color-white	flower-petals_color-purple	flower-thorns_present-false	thorny stem white leaves	9950	speaker	16250	chatMessage			1089005229819191678
39	birds_purple_crests_purple_tails_or_orange_wings	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924516561.0	listener	bird-tail_present	bird-crest_present-true	bird-bird_wing_color-orange	bald purple wings	2189	speaker	6192	chatMessage			-2574151754050457335
40	trees_white_leaves_or_orange_berries	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924530920.0	listener	tree-berries_color-orange	tree-trunk_color-white	tree-leaves_present-false	orange vase white leaves	3400	speaker	5925	chatMessage			-1777431863795724065
41	trees_purple_leaves_berries	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924544269.0	listener	tree-leaves_color-purple	tree-trunk_color-white	tree-berries_present-false	red dots pink vase	4113	speaker	7618	chatMessage			4590685449830512482
42	fish_white_bodies_orange_stripes_or_fangs	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924558831.0	listener	fish-stripes_color-orange	fish-body_color-orange	fish-stripes_present-false	white body orange stripes	5602	speaker	8187	chatMessage			-8905935816228946528
43	fish_orange_bodies_or_fangs	development	4939-fa34f578-4fef-4673-87f1-db8a5ed6520b	1554924577114.0	listener	fish-body_color-orange	fish-fangs_present-true	fish-body_color-white	whiskers no fangs purple	9533	speaker	12366	chatMessage			-998161576910963597
0	fish_orange_bodies_or_fangs_whiskers	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924141384.0	listener	fish-fangs_present	fish-fangs_present-true	fish-stripes_present-true	its the white striped fish without the fangs	7532	speaker	16901	chatMessage			-5982186983915724092
2	trees_purple_berries_or_white_trunks	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924184556.0	listener	tree-trunk_color-white	tree-berries_present-false	tree-leaves_color-purple	its the one without leaves and has berries	9455	speaker	18069	chatMessage			-3369988818079422388
3	flowers_orange_stems_or_thorns	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924213176.0	listener	flower-stem_color-orange	flower-center_color-orange	flower-stem_color-purple	its the white plant with the purple center	15590	speaker	21557	chatMessage			3873419268577478093
4	birds_purple_tails	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924242420.0	listener	bird-crest_tail_color-purple	bird-tail_present-false	bird-bird_wing_color-orange	it has tailfeathers and purple wings	11463	speaker	21072	chatMessage			-6049074066792137780
5	fish_white_bodies_orange_stripes_or_fangs	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924258382.0	listener	fish-stripes_color-orange	fish-stripes_color-white	fish-stripes_color-purple	no stripes but it has fangs	6387	speaker	9828	chatMessage			-5674624905433744581
6	trees_purple_berries	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924280840.0	listener	tree-berries_color-purple	tree-berries_color-orange	tree-leaves_color-white	pink leaves and red berries	11742	speaker	15687	chatMessage			6381393731595834367
7	flowers_purple_petals_or_thorns	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924305734.0	listener	flower-petals_color-purple	flower-center_color-orange	flower-stem_color-orange	white plant with white center	9999	speaker	16314	chatMessage			-3368781363577321498
8	fish_white_bodies_orange_stripes_or_fangs	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924324937.0	listener	fish-body_color-white	fish-body_color-purple	fish-stripes_present-true	white with no stripes	7580	speaker	12467	chatMessage			5801443207061438733
9	trees_white_leaves_or_orange_berries	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924340880.0	listener	tree-berries_color-orange	tree-leaves_color-purple	tree-berries_present-false	white leaves with green berries	6111	speaker	7720	chatMessage			-6058269891785613698
10	trees_orange_trunks_berries	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924358728.0	listener	tree-berries_present	tree-berries_color-orange	tree-berries_present-false	white leaves white berries	5673	speaker	10302	chatMessage			4699444475661219827
11	trees_orange_trunks_or_berries_white_leaves	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924378492.0	listener	tree-leaves_color-white	tree-trunk_color-white	tree-trunk_color-orange	green plant and blue berries	11924	speaker	13414	chatMessage			-3262568291016510783
12	birds_orange_tails_or_white_wings_orange_crests	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924399302.0	listener	bird-bird_wing_color-white	bird-tail_present-true	bird-bird_wing_color-orange	white wings and no tailfealthers	7852	speaker	12069	chatMessage			-4717760215584084638
14	flowers_purple_stems_or_thorns_white_centers	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924444457.0	listener	flower-center_color-white	flower-petals_color-white	flower-stem_color-purple	white plant with orange flower	11694	speaker	15035	chatMessage			4746574646249250111
15	bugs_orange_antennae_or_wings	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924463812.0	listener	bug-antennae_color-orange	bug-bug_wings_color-orange	bug-antennae_present-false	white wings with antennae 	9156	speaker	11847	chatMessage			-5045749179725141430
17	flowers_purple_centers_or_orange_stems_with_thorns	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924500544.0	listener	flower-center_color-purple	flower-thorns_present-true	flower-petals_color-purple	white plant orange flower no thorns	6704	speaker	9383	chatMessage			-4265271370230097820
18	birds_tails	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924522710.0	listener	bird-tail_present	bird-crest_tail_color-white	bird-crest_tail_color-purple	white feathers no tailfeathers	10339	speaker	13357	chatMessage			-7386027518005027089
19	fish_orange_bodies_or_fangs_whiskers	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924552242.0	listener	fish-whiskers_present	fish-body_color-purple	fish-body_color-orange	completely white fish	8769	speaker	20398	chatMessage			-4420516347260684050
20	flowers_purple_stems_white_petals_or_orange_centers	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924568590.0	listener	flower-center_color-orange	flower-stem_color-orange	flower-petals_color-orange	white plant purple flower	7012	speaker	10410	chatMessage			8494902958593998875
21	fish_white_stripes_or_purple_bodies_whiskers	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924593566.0	listener	fish-body_color-purple	fish-body_color-purple	fish-stripes_color-purple	solid orange fish	12869	speaker	15489	chatMessage			-61678235407764626
22	bugs_purple_legs_white_heads_or_orange_wings	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924613994.0	listener	bug-bug_wings_color-orange	bug-legs_color-purple	bug-head_color-white	white wings orange legs orange head	10942	speaker	14823	chatMessage			6709966877245489028
23	bugs_without_wings	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924646096.0	listener	bug-wings_present	bug-bug_wings_color-orange	bug-antennae_present-true	white wings purple antennae 	17698	speaker	21921	chatMessage			2499581784625479317
24	birds_orange_wings_tails	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924657421.0	listener	bird-bird_wing_color-orange	bird-crest_tail_color-orange	bird-tail_present-true	no feathers	1912	speaker	5242	chatMessage			-2518348806780355487
25	bugs_orange_head	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924667796.0	listener	bug-head_color-orange	bug-wings_present-true	bug-antennae_color-orange	solid white	1634	speaker	5148	chatMessage			-5575333103549501646
26	fish_orange_bodies_or_fangs_whiskers	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924682394.0	listener	fish-body_color-orange	fish-body_color-orange	fish-body_color-purple	white with orange stripes	3727	speaker	6118	chatMessage			-6770637978839726938
27	bugs_purple_legs_white_heads	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924691580.0	listener	bug-legs_color-purple	bug-bug_wings_color-purple	bug-bug_wings_color-orange	no wings	1003	speaker	3139	chatMessage			5719426463208177830
28	birds_white_crests_or_orange_wings_tails	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924712070.0	listener	bird-crest_present	bird-bird_wing_color-orange	bird-crest_tail_color-orange	purple wings no head feathers	10496	speaker	14539	chatMessage			1838878136480499364
29	trees_without_leaves	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924729440.0	listener	tree-leaves_present	tree-leaves_color-purple	tree-berries_color-orange	red plant/leaves pink berries	6622	speaker	9532	chatMessage			-8742138513736871081
30	fish_orange_bodies_purple_stripes	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924746357.0	listener	fish-stripes_color-purple	fish-stripes_color-white	fish-stripes_present-false	purple with orange stripes	4199	speaker	7867	chatMessage			6923259285745793977
31	bugs_purple_legs_white_heads	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924767569.0	listener	bug-head_color-white	bug-bug_wings_color-orange	bug-antennae_color-orange	white wings white antennae 	11215	speaker	14559	chatMessage			-3599812449892368946
32	flowers_orange_stems_or_thorns	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924795816.0	listener	flower-thorns_present	flower-petals_color-purple	flower-stem_color-orange	purple plant white dots orange flower	17515	speaker	21143	chatMessage			-6448632620833610077
33	flowers_purple_stems_thorns	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924827474.0	listener	flower-stem_color-purple	flower-center_color-purple	flower-stem_color-purple	white plant white center	16831	speaker	20354	chatMessage			-1392130501577887443
34	fish_white_stripes_or_whiskers	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924846914.0	listener	fish-stripes_color-white	fish-body_color-white	fish-fangs_present-true	purple with white stripes no fangs	8593	speaker	11965	chatMessage			-2756250797429387087
35	bugs_white_legs_purple_wings_or_orange_antennae	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924874232.0	listener	bug-legs_color-white	bug-antennae_color-orange	bug-head_color-orange	white head pink antennae 	14880	speaker	17689	chatMessage			-9077479993936869969
36	fish_orange_bodies_purple_stripes	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924886234.0	listener	fish-stripes_present	fish-stripes_color-orange	fish-stripes_color-purple	solid white	1994	speaker	4276	chatMessage			3303460402579163672
37	birds_orange_crests_or_purple_wings	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924899342.0	listener	bird-crest_tail_color-orange	bird-crest_tail_color-white	bird-crest_tail_color-purple	no head feathers orange tailfeathers	6125	speaker	8325	chatMessage			3878816903727469875
38	birds_purple_wings_crests	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924912132.0	listener	bird-bird_wing_color-purple	bird-crest_tail_color-purple	bird-bird_wing_color-purple	orange wings no feathers	4228	speaker	6198	chatMessage			-4504737099985429003
39	trees_purple_trunks_or_white_leaves_orange_berries	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924928410.0	listener	tree-trunk_color-purple	tree-berries_color-orange	tree-trunk_color-orange	blue leaves no berries red plant	8075	speaker	10267	chatMessage			-852916771001658945
40	flowers_purple_stems_white_petals_or_orange_centers	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924952396.0	listener	flower-petals_color-white	flower-stem_color-orange	flower-thorns_present-false	white plant with thorns	7998	speaker	13512	chatMessage			7287831477375993993
41	trees_purple_leaves_berries	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924968336.0	listener	tree-leaves_color-purple	tree-trunk_color-white	tree-berries_color-purple	blue berries red plant	5051	speaker	8666	chatMessage			-5826973149180536636
42	birds_white_crests_or_orange_wings_tails	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554924992124.0	listener	bird-crest_tail_color-white	bird-bird_wing_color-purple	bird-crest_present-false	white wings with head/tailfeathers	10112	speaker	13102	chatMessage			4115324268904636881
43	bugs_wings_antennae	development	2315-c606978f-fd9e-4d6d-93dc-5da2cd8fa8e4	1554925011002.0	listener	bug-antennae_present	bug-wings_present-true	bug-legs_color-purple	white wings/body/legs	7057	speaker	10711	chatMessage			-1647092489883043780
0	fish_orange_bodies_purple_stripes_or_whiskers	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925869383.0	speaker	fish-stripes_color-purple	fish-stripes_color-orange	fish-body_color-purple	threee pink stripes, the rest orange	12878	speaker	19981	chatMessage			-3492941298878973358
1	flowers_orange_petals_purple_centers	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925888314.0	speaker	flower-petals_color-orange	flower-petals_color-orange	flower-stem_color-purple	orange stem, purple flower	7603	speaker	12539	chatMessage			4701689737410023685
2	fish_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925899727.0	speaker	fish-fangs_present	fish-body_color-orange	fish-body_color-white	purple fish	3455	speaker	5621	chatMessage			-4820053083276175770
3	fish_white_bodies_orange_stripes_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925907709.0	speaker	fish-stripes_color-orange	fish-body_color-purple	fish-stripes_color-orange	all white	1427	speaker	3228	chatMessage			-9057165157597767557
4	trees_orange_berries_purple_trunks_or_white_leaves	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925922556.0	speaker	tree-trunk_color-purple	tree-trunk_color-white	tree-berries_present-false	green trunk, purple beries	6743	speaker	10257	chatMessage			6892079359407511181
5	fish_orange_bodies_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925943435.0	speaker	fish-body_color-orange	fish-body_color-purple	fish-stripes_present-false	3 purple stripes	5724	speaker	14634	chatMessage			4770167613020867384
5	fish_orange_bodies_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925947948.0	speaker	fish-body_color-orange	fish-body_color-purple	fish-stripes_present-false	orange body	2157	speaker	19102	chatMessage			4770167613020867384
6	trees_leaves_berries_or_orange_trunks	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925956405.0	speaker	tree-berries_present	tree-trunk_color-orange	tree-trunk_color-white	blue trunk	3411	speaker	7703	chatMessage			5839115588859730548
7	flowers_thorns	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925971674.0	speaker	flower-thorns_present	flower-stem_color-orange	flower-thorns_present-true	purple stem without thorns	5865	speaker	10251	chatMessage			-6867144026081123066
8	trees_purple_berries_or_white_trunks	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554925986577.0	speaker	tree-trunk_color-white	tree-leaves_color-purple	tree-berries_color-purple	green leaves red berries	5612	speaker	9488	chatMessage			2798583084070061994
9	fish_whiskers	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926005739.0	speaker	fish-whiskers_present	fish-stripes_color-white	fish-stripes_color-orange	3 purple stripes, orange body	8624	speaker	12043	chatMessage			8357035138811797688
10	fish_white_bodies_orange_stripes_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926020960.0	speaker	fish-body_color-white	fish-fangs_present-false	fish-body_color-white	all purple with whisker	4836	speaker	7805	chatMessage			-4075834985526161581
10	fish_white_bodies_orange_stripes_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926039901.0	speaker	fish-body_color-white	fish-fangs_present-false	fish-body_color-white	i dont have one with a whisker	4962	listener	27036	chatMessage			-4075834985526161581
10	fish_white_bodies_orange_stripes_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926049477.0	speaker	fish-body_color-white	fish-fangs_present-false	fish-body_color-white	fang?	1787	speaker	36518	chatMessage			-4075834985526161581
10	fish_white_bodies_orange_stripes_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926054511.0	speaker	fish-body_color-white	fish-fangs_present-false	fish-body_color-white	not the white one	2550	speaker	41529	chatMessage			-4075834985526161581
10	fish_white_bodies_orange_stripes_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926069591.0	speaker	fish-body_color-white	fish-fangs_present-false	fish-body_color-white	nope i have two that look exactly the same~~~ all purple and one purple and white	13391	listener	56716	chatMessage			-4075834985526161581
10	fish_white_bodies_orange_stripes_or_fangs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926078257.0	speaker	fish-body_color-white	fish-fangs_present-false	fish-body_color-white	pick the purple one	3049	speaker	65298	chatMessage			-4075834985526161581
11	birds_orange_tails_or_white_wings	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926093422.0	speaker	bird-crest_tail_color-orange	bird-crest_present-false	bird-crest_tail_color-purple	no tail, pink feathers	6462	speaker	9888	chatMessage			-6449458126255905133
12	birds_purple_wings_crests	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926113689.0	speaker	bird-crest_present	bird-crest_present-true	bird-bird_wing_color-purple	no feqthers, orange wing	6742	speaker	12822	chatMessage			-7030139508192009756
13	bugs_without_wings	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926131059.0	speaker	bug-wings_present	bug-legs_color-purple	bug-wings_present-true	white wings, orange legs	4753	speaker	10784	chatMessage			-9129799694666380153
14	trees_purple_berries	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926140113.0	speaker	tree-berries_color-purple	tree-trunk_color-white	tree-leaves_color-white	all purple	2238	speaker	3815	chatMessage			-3677709388257219184
15	trees_without_leaves	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926154124.0	speaker	tree-leaves_present	tree-berries_color-purple	tree-trunk_color-white	red trunk, all green top	6859	speaker	9670	chatMessage			-1437807797564831736
16	trees_purple_leaves_berries	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926168808.0	speaker	tree-leaves_color-purple	tree-trunk_color-orange	tree-berries_present-false	purple and white, no orange	5638	speaker	8982	chatMessage			-1555733743946181166
17	bugs_purple_wings_or_white_legs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926193399.0	speaker	bug-bug_wings_color-purple	bug-body_color-purple	bug-antennae_color-orange	orange body, purple antenii	11754	speaker	15625	chatMessage			-5928185447422398098
19	bugs_wings_antennae	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926243943.0	speaker	bug-antennae_present	bug-bug_wings_color-orange	bug-head_color-white	orange head, the rest is purple	6396	speaker	10014	chatMessage			-4489931838099577763
20	birds_purple_wings_white_crests_or_white_tails	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926258547.0	speaker	bird-crest_tail_color-white	bird-crest_tail_color-purple	bird-bird_wing_color-white	white and orange no purple	4369	speaker	8267	chatMessage			4625396088304209244
21	birds_purple_tails	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926278027.0	speaker	bird-crest_tail_color-purple	bird-bird_wing_color-purple	bird-crest_tail_color-orange	all orange, no head feathers	11194	speaker	13407	chatMessage			-5528639305420233438
22	bugs_white_heads_or_orange_antennae_purple_legs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926290875.0	speaker	bug-head_color-white	bug-bug_wings_color-purple	bug-wings_present-true	no wings	1804	speaker	6220	chatMessage			2950862628043070256
23	fish_white_stripes_whiskers	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926305559.0	speaker	fish-stripes_color-white	fish-stripes_color-orange	fish-stripes_present-false	purple stripes	6618	speaker	8637	chatMessage			-162050759058454645
24	flowers_orange_stems	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926322719.0	speaker	flower-stem_color-orange	flower-thorns_present-false	flower-center_color-white	purple center, thorns	6482	speaker	12313	chatMessage			4554969704358495262
25	bugs_purple_wings_or_white_legs	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926336833.0	speaker	bug-legs_color-white	bug-head_color-white	bug-bug_wings_color-purple	orange head and wings	3582	speaker	7881	chatMessage			-1462065629983917628
26	fish_orange_bodies_purple_stripes_or_whiskers	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926365209.0	speaker	fish-stripes_present	fish-fangs_present-true	fish-stripes_color-purple	white stripes, no fang	5380	speaker	9303	chatMessage			-4383540693291704914
27	birds_orange_tails_or_white_wings	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926385547.0	speaker	bird-bird_wing_color-white	bird-bird_wing_color-purple	bird-crest_tail_color-purple	white wing and head feathers	6146	speaker	10112	chatMessage			1066193697365627953
28	trees_white_leaves_or_orange_berries	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926409459.0	speaker	tree-berries_color-orange	tree-leaves_present-false	tree-berries_color-orange	green leaves and purple berries 	12103	speaker	16873	chatMessage			7506247109567092506
30	bugs_orange_antennae_or_wings	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926450357.0	speaker	bug-antennae_color-orange	bug-antennae_present-true	bug-bug_wings_color-purple	no wings no antenna	6218	speaker	9577	chatMessage			4250060353270238013
31	flowers_purple_stems_white_petals_or_orange_centers	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926470922.0	speaker	flower-petals_color-white	flower-stem_color-purple	flower-petals_color-purple	orange stem, white petals	10085	speaker	14160	chatMessage			-1373657841534462717
32	trees_leaves_berries_or_orange_trunks	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926486563.0	speaker	tree-trunk_color-orange	tree-leaves_present-false	tree-leaves_color-white	red leaves	2187	speaker	4192	chatMessage			-8615373856116397889
34	trees_orange_trunks_or_berries_white_leaves	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926511286.0	speaker	tree-leaves_color-white	tree-berries_color-purple	tree-berries_present-false	red berries	2944	speaker	6155	chatMessage			5634815548564632749
35	flowers_purple_stems_white_petals_or_orange_centers	development	7735-87c6ed52-a2b7-4e35-b3ab-f655a885e200	1554926531275.0	speaker	flower-center_color-orange	flower-center_color-white	flower-petals_color-orange	orange center, purple petals	10874	speaker	15325	chatMessage			-4139754900038821986
